rating,reviews
5,"Since working with Alex, I'm much more aware of the mistakes I make, and while it's hard to correct them all the time during a performance, the good thing..."
5,"I've been working with Alex for a month now, and I never thought it was possible to make this much progress in such a short amount of time.  

He's helped..."
5,"Hey Sandy!

I want to thank you for everything you've done for me. Let me just tell you, the reading you did about 3 years ago is now happening! You are..."
5,"""Sandy Smith is a multi-talented intuitive. She senses any energetic disruptions in people, pets and places. Her sensitivity and insightful readings guide..."
3,"Sandy is the sweetest lady who welcomes you into her home with a smile and make you feel very comfortable during the reading. However, if I pay good money..."
5,"April 25 - 27, 2014 Paris Photo LA Exhibition - Los Angeles hosts 80 of the world's leading art galleries and art book dealers for guests to view and also..."
5,"PARIS PHOTO LOS ANGELES 2013
April 26-28, 2013

Not only is this as good as a photography fair gets in Los Angeles, it's about as good as a photography fair..."
5,"What happens when you combine a major studio and photo galleries, Paris Photo! This was such a spectacular event. One of the best photo exhibits I've seen..."
4,"I stumble upon this casual space after buying a ticket on Goldstar for the show Best Man, 1960 a Gore Vidal play, on a Sunday afternoon. This corner..."
3,"(Attended 11/13/16 SU @ 7:00pm): There was a bit of ""lounginess"" to this theatre...but I wouldn't get too comfortable or you'd miss the show!

Thanks to the..."
4,The theater -.Charming little local theater. Very cozy & intimate. Every seat is a good seat. Very well maintained. Nicely decorated in the lobby area. Few...
5,I took both the level one and level two classes this year.  What I really liked was the very practical approach.  You know what you're there to accomplish...
5,"I'm into my third week in the Basic Hosting Class. Johnathan is kind, fun and really gives great notes as he Knows his stuff. I really lucked out, in the..."
5,Suzanne is the BEST coach I have ever worked with. She has an incredible gift for identifying the small tweaks needed to make huge transformations in...
5,"Without Wayne's class I wouldn't have booked my first pilot on NBC with Jessica Alba.

I'd been doing stand up and improv for about 8 years and wanted to..."
5,"Connection is key. In the Meisner technique, Wayne has you learn and understand all emotions you carry throughout your day. You learn about yourself and..."
5,"I am just completing my first year of the two year Meisner training taught by
Mr. Dvorak.  I am amazed at how I have developed as an actor and I am also..."
4,"I guess since we got to go for free back then through Surkus, can't complain much. I do feel like if we did spend $28 per person, it wouldn't have been..."
5,"I attended 29 rooms in Washington DC at the armory.  I am in love and going back this week.  Such a cool experience. You MUST bring a friend,  dress well,..."
5,"MINDBLOWN!

I had saw advertisements for 29rooms for quite sometime and decided to buy tickets for last Sunday night. 

When first arriving you are..."
5,"I booked with them on short notice and they were super accommodating, very helpful day of, and all Covid precautions were in place."
5,"For the money or NO budget, this is a fantastic theater. 
We saw - The Twylight Zone: Beyond the 6th Dimension Adapts Classic TV Show to the..."
1,"My friend's in this play, In the Balance. She asked me to please attend. Of course I'll be there, it's a nice accomplishment. So I bought a ticket on this..."
4,"My 1 year old ridgeback puppy loves coming here! 

Big enough space for him to run around and play with other dogs. Haven't encountered any issues like the..."
4,Great park by the airport on the west side! Theres 2 parks - one for small dogs and one for big dogs. I have two medium sized terrier/poodle mixes so we go...
3,I went to this place with my friend and my friend dogs. We went to this place pretty late and it was difficult for find where exactly at. My friend went to...
5,"Kerri thank you so much, it was a wonderful experience I felt so relaxed and uplifted. I literally felt my body was floating. The energy of the crystals was..."
5,This was an amazing experience. I got there with a not in my throat and feeling this Really Heavy  weight on my body and stomach. After a session I felt...
5,Lately I've been desiring a tarot card reading and decided that I would get my first read starting in the 2020 year. I've never received a tarot reading...
